matched_string,repository,file_path,line_number,line_content
oeis.org/A001175,github.com/truongcongthanh2000/TrainACM-ICPC-OLP,2022 ACM-ICPC Vietnam Central Provincial Programming Contest/code_template.cpp,579,///https://oeis.org/A001175
oeis.org/A001175,github.com/truongcongthanh2000/TrainACM-ICPC-OLP,2022 ACM-ICPC Vietnam Northern Provincial Programming Contest/code_template.cpp,579,///https://oeis.org/A001175
oeis.org/A001175,github.com/truongcongthanh2000/TrainACM-ICPC-OLP,2022 ACM-ICPC Vietnam Southern Provincial Programming Contest/code_template.cpp,579,///https://oeis.org/A001175
oeis.org/A001175,github.com/truongcongthanh2000/TrainACM-ICPC-OLP,2021 ICPC Universidad Nacional de Colombia Programming Contest/code_template.cpp,579,///https://oeis.org/A001175
oeis.org/A001113,github.com/trustdecision/td-ollvm,llvm/include/llvm/Support/MathExtras.h,56,"constexpr double e          = 2.7182818284590452354, // (0x1.5bf0a8b145749P+1) https://oeis.org/A001113"
oeis.org/A001620,github.com/trustdecision/td-ollvm,llvm/include/llvm/Support/MathExtras.h,57,"egamma     = .57721566490153286061, // (0x1.2788cfc6fb619P-1) https://oeis.org/A001620"
oeis.org/A002162,github.com/trustdecision/td-ollvm,llvm/include/llvm/Support/MathExtras.h,58,"ln2        = .69314718055994530942, // (0x1.62e42fefa39efP-1) https://oeis.org/A002162"
oeis.org/A002392,github.com/trustdecision/td-ollvm,llvm/include/llvm/Support/MathExtras.h,59,"ln10       = 2.3025850929940456840, // (0x1.24bb1bbb55516P+1) https://oeis.org/A002392"
oeis.org/A000796,github.com/trustdecision/td-ollvm,llvm/include/llvm/Support/MathExtras.h,62,"pi         = 3.1415926535897932385, // (0x1.921fb54442d18P+1) https://oeis.org/A000796"
oeis.org/A049541,github.com/trustdecision/td-ollvm,llvm/include/llvm/Support/MathExtras.h,63,"inv_pi     = .31830988618379067154, // (0x1.45f306bc9c883P-2) https://oeis.org/A049541"
oeis.org/A002161,github.com/trustdecision/td-ollvm,llvm/include/llvm/Support/MathExtras.h,64,"sqrtpi     = 1.7724538509055160273, // (0x1.c5bf891b4ef6bP+0) https://oeis.org/A002161"
oeis.org/A087197,github.com/trustdecision/td-ollvm,llvm/include/llvm/Support/MathExtras.h,65,"inv_sqrtpi = .56418958354775628695, // (0x1.20dd750429b6dP-1) https://oeis.org/A087197"
oeis.org/A00219,github.com/trustdecision/td-ollvm,llvm/include/llvm/Support/MathExtras.h,66,"sqrt2      = 1.4142135623730950488, // (0x1.6a09e667f3bcdP+0) https://oeis.org/A00219"
oeis.org/A002194,github.com/trustdecision/td-ollvm,llvm/include/llvm/Support/MathExtras.h,68,"sqrt3      = 1.7320508075688772935, // (0x1.bb67ae8584caaP+0) https://oeis.org/A002194"
oeis.org/A001622,github.com/trustdecision/td-ollvm,llvm/include/llvm/Support/MathExtras.h,70,phi        = 1.6180339887498948482; // (0x1.9e3779b97f4a8P+0) https://oeis.org/A001622
oeis.org/A001113,github.com/trustdecision/td-ollvm,llvm/include/llvm/Support/MathExtras.h,71,"constexpr float ef          = 2.71828183F, // (0x1.5bf0a8P+1) https://oeis.org/A001113"
oeis.org/A001620,github.com/trustdecision/td-ollvm,llvm/include/llvm/Support/MathExtras.h,72,"egammaf     = .577215665F, // (0x1.2788d0P-1) https://oeis.org/A001620"
oeis.org/A002162,github.com/trustdecision/td-ollvm,llvm/include/llvm/Support/MathExtras.h,73,"ln2f        = .693147181F, // (0x1.62e430P-1) https://oeis.org/A002162"
oeis.org/A002392,github.com/trustdecision/td-ollvm,llvm/include/llvm/Support/MathExtras.h,74,"ln10f       = 2.30258509F, // (0x1.26bb1cP+1) https://oeis.org/A002392"
oeis.org/A000796,github.com/trustdecision/td-ollvm,llvm/include/llvm/Support/MathExtras.h,77,"pif         = 3.14159265F, // (0x1.921fb6P+1) https://oeis.org/A000796"
oeis.org/A049541,github.com/trustdecision/td-ollvm,llvm/include/llvm/Support/MathExtras.h,78,"inv_pif     = .318309886F, // (0x1.45f306P-2) https://oeis.org/A049541"
oeis.org/A002161,github.com/trustdecision/td-ollvm,llvm/include/llvm/Support/MathExtras.h,79,"sqrtpif     = 1.77245385F, // (0x1.c5bf8aP+0) https://oeis.org/A002161"
oeis.org/A087197,github.com/trustdecision/td-ollvm,llvm/include/llvm/Support/MathExtras.h,80,"inv_sqrtpif = .564189584F, // (0x1.20dd76P-1) https://oeis.org/A087197"
oeis.org/A002193,github.com/trustdecision/td-ollvm,llvm/include/llvm/Support/MathExtras.h,81,"sqrt2f      = 1.41421356F, // (0x1.6a09e6P+0) https://oeis.org/A002193"
oeis.org/A002194,github.com/trustdecision/td-ollvm,llvm/include/llvm/Support/MathExtras.h,83,"sqrt3f      = 1.73205081F, // (0x1.bb67aeP+0) https://oeis.org/A002194"
oeis.org/A001622,github.com/trustdecision/td-ollvm,llvm/include/llvm/Support/MathExtras.h,85,phif        = 1.61803399F; // (0x1.9e377aP+0) https://oeis.org/A001622
oeis.org/A000311,github.com/tskit-dev/tskit,docs/topological-analysis.md,152,[On-Line Encyclopedia of Integer Sequences](https://oeis.org/A000311)). This
oeis.org/A005373,github.com/tskit-dev/tskit,python/tests/test_combinatorics.py,1063,https://oeis.org/A005373/
oeis.org/A024036,github.com/tsolomko/SWCompression,Sources/BZip2/BZip2+Compress.swift,206,// https://oeis.org/A024036
oeis.org/A020988,github.com/tsolomko/SWCompression,Sources/BZip2/BZip2+Compress.swift,212,// https://oeis.org/A020988
oeis.org/A000668,github.com/tszdanger/CTFKnow,dataset/raw/Maelstrom.md,97,Here is the [OEIS entry for Mersenne primes](https://oeis.org/A000668) and
oeis.org/A000043,github.com/tszdanger/CTFKnow,dataset/raw/Maelstrom.md,98,here is the [OEIS entry for Mersenne exponents](https://oeis.org/A000043). The
oeis.org/A000108,github.com/tszdanger/CTFKnow,dataset/raw/Prefix sums.md,43,in [OEIS](https://oeis.org/A000108).
oeis.org/A009766,github.com/tszdanger/CTFKnow,dataset/raw/Prefix sums.md,99,"T(n,k)](https://oeis.org/A009766)"
oeis.org/A002385,github.com/tszdanger/CTFKnow,dataset/raw/FriendSpaceBookPlusAllAccessRedPremium.com.md,359,"familiar sequence, labelled [A002385](http://oeis.org/A002385). On this second"
oeis.org/A122045,github.com/tuna318/Face-Recognition-with-InsightFace,env/lib/python3.6/site-packages/scipy/special/basic.py,1339,https://oeis.org/A122045
oeis.org/A001498,github.com/tuna318/Face-Recognition-with-InsightFace,env/lib/python3.6/site-packages/scipy/signal/filter_design.py,4028,"Sequence is http://oeis.org/A001498 , and output can be confirmed to"
oeis.org/A001498,github.com/tuna318/Face-Recognition-with-InsightFace,env/lib/python3.6/site-packages/scipy/signal/filter_design.py,4029,match http://oeis.org/A001498/b001498.txt :
oeis.org/A000055,github.com/tuna318/Face-Recognition-with-InsightFace,env/lib/python3.6/site-packages/networkx/generators/tests/test_nonisomorphic_trees.py,36,# http://oeis.org/A000055
oeis.org/A000055,github.com/tunguyenn99/dbt-trino-minio-iceberg-mage,venv/lib/python3.8/site-packages/networkx/generators/tests/test_nonisomorphic_trees.py,37,# http://oeis.org/A000055
oeis.org/A176988,github.com/tvwerkhoven/libtim-py,libtim/zern.py,79,@see <https://oeis.org/A176988>.
oeis.org/A176988,github.com/tvwerkhoven/libtim-py,libtim/test_zern.py,100,"<https://oeis.org/A176988>"""""""
oeis.org/A006227,github.com/twjudson/aata,src/matrix.xml,1450,"No one has been able to compute the number of space groups for <m>{\mathbb R}^6</m> and beyond (<url href=""https://oeis.org/A006227"" visual=""oeis.org/A006227""><c>oeis.org/A006227</c></url>)."
oeis.org/A006227,github.com/twjudson/aata,src/matrix.xml,1450,"No one has been able to compute the number of space groups for <m>{\mathbb R}^6</m> and beyond (<url href=""https://oeis.org/A006227"" visual=""oeis.org/A006227""><c>oeis.org/A006227</c></url>)."
oeis.org/A006227,github.com/twjudson/aata,src/matrix.xml,1450,"No one has been able to compute the number of space groups for <m>{\mathbb R}^6</m> and beyond (<url href=""https://oeis.org/A006227"" visual=""oeis.org/A006227""><c>oeis.org/A006227</c></url>)."
oeis.org/A001223,github.com/u-boot/u-boot,lib/mbedtls/external/mbedtls/library/bignum.c,1967,"/* Gaps between primes, starting at 3. https://oeis.org/A001223 */"
oeis.org/A003215,github.com/uber/h3,CHANGELOG.md,308,- Implemented closed form formula for maxKringSize. Source: https://oeis.org/A003215 (#138)
oeis.org/A003215,github.com/uber/h3,src/h3lib/lib/algos.c,162,* given k. Formula source and proof: https://oeis.org/A003215
oeis.org/A003215,github.com/uber/h3-go,h3_algos.c,162,* given k. Formula source and proof: https://oeis.org/A003215
oeis.org/A217120,github.com/uutils/num-prime,src/primality.rs,97,"} // modification from Baillie, see https://oeis.org/A217120/a217120_1.txt"
oeis.org/A006884,github.com/uw-pluverse/perses,test_data/rust_programs/rust/src/test/ui/consts/const-eval/infinite_loop.rs,4,let mut n = 113383; // #20 in https://oeis.org/A006884
oeis.org/A006884,github.com/uw-pluverse/perses,test_data/rust_programs/rust_testsuite/ui/consts/const-eval/infinite_loop.rs,5,let mut n = 113383; // #20 in https://oeis.org/A006884
oeis.org/A006884,github.com/uw-pluverse/perses,test_data/rust_programs/rust_testsuite/ui/consts/const-eval/infinite_loop.stderr,30,LL | |         let mut n = 113383; // #20 in https://oeis.org/A006884
oeis.org/A002117,github.com/v2v3v4/BigWorld-Engine-14.4.1,programming/bigworld/third_party/mongodb/boost/build/include/boost/math/constants/calculate_constants.hpp,598,// http://oeis.org/A002117/constant
oeis.org/A006752,github.com/v2v3v4/BigWorld-Engine-14.4.1,programming/bigworld/third_party/mongodb/boost/build/include/boost/math/constants/calculate_constants.hpp,654,{ // http://oeis.org/A006752/constant
oeis.org/A002117,github.com/vdemydiuk/mtapi,thirdparty/include/boost/math/constants/calculate_constants.hpp,602,// http://oeis.org/A002117/constant
oeis.org/A006752,github.com/vdemydiuk/mtapi,thirdparty/include/boost/math/constants/calculate_constants.hpp,658,{ // http://oeis.org/A006752/constant
oeis.org/A006890,github.com/vdemydiuk/mtapi,thirdparty/include/boost/math/constants/calculate_constants.hpp,1001,// Also: https://oeis.org/A006890
oeis.org/A000080,github.com/veragloo/bolluiogit,todo.md,193,- [OEIS C sequence: A000080](https://oeis.org/A000080/a000080.c.txt)
oeis.org/A000120,github.com/veshboo/emacs,test/src/data-tests.el,120,;; https://oeis.org/A000120
oeis.org/A001113,github.com/vickeykumar/openrepl,go_1.19/go/src/math/const.go,11,E   = 2.71828182845904523536028747135266249775724709369995957496696763 // https://oeis.org/A001113
oeis.org/A000796,github.com/vickeykumar/openrepl,go_1.19/go/src/math/const.go,12,Pi  = 3.14159265358979323846264338327950288419716939937510582097494459 // https://oeis.org/A000796
oeis.org/A001622,github.com/vickeykumar/openrepl,go_1.19/go/src/math/const.go,13,Phi = 1.61803398874989484820458683436563811772030917980576286213544862 // https://oeis.org/A001622
oeis.org/A002193,github.com/vickeykumar/openrepl,go_1.19/go/src/math/const.go,15,Sqrt2   = 1.41421356237309504880168872420969807856967187537694807317667974 // https://oeis.org/A002193
oeis.org/A019774,github.com/vickeykumar/openrepl,go_1.19/go/src/math/const.go,16,SqrtE   = 1.64872127070012814684865078781416357165377610071014801157507931 // https://oeis.org/A019774
oeis.org/A002161,github.com/vickeykumar/openrepl,go_1.19/go/src/math/const.go,17,SqrtPi  = 1.77245385090551602729816748334114518279754945612238712821380779 // https://oeis.org/A002161
oeis.org/A139339,github.com/vickeykumar/openrepl,go_1.19/go/src/math/const.go,18,SqrtPhi = 1.27201964951406896425242246173749149171560804184009624861664038 // https://oeis.org/A139339
oeis.org/A002162,github.com/vickeykumar/openrepl,go_1.19/go/src/math/const.go,20,Ln2    = 0.693147180559945309417232121458176568075500134360255254120680009 // https://oeis.org/A002162
oeis.org/A002392,github.com/vickeykumar/openrepl,go_1.19/go/src/math/const.go,22,Ln10   = 2.30258509299404568401799145468436420760110148862877297603332790 // https://oeis.org/A002392
oeis.org/A217719,github.com/vickeykumar/openrepl,go_1.19/go/src/math/big/prime.go,139,"// Baillie, ""Extra strong Lucas pseudoprimes"", OEIS A217719, https://oeis.org/A217719."
oeis.org/A217719,github.com/vickeykumar/openrepl,go_1.19/go/src/math/big/prime.go,161,// as in https://oeis.org/A217719/a217719.txt:
oeis.org/A217719,github.com/vickeykumar/openrepl,go_1.19/go/src/math/big/prime_test.go,64,// Extra-strong Lucas pseudoprimes. https://oeis.org/A217719
oeis.org/A001262,github.com/vickeykumar/openrepl,go_1.19/go/src/math/big/prime_test.go,185,// https://oeis.org/A001262
oeis.org/A217719,github.com/vickeykumar/openrepl,go_1.19/go/src/math/big/prime_test.go,192,// https://oeis.org/A217719
oeis.org/A005097,github.com/videlalvaro/erlang-prime-sieve,README.md,91,This sequence is [A005097](http://oeis.org/A005097).
oeis.org/A002117,github.com/villagesql/villagesql-server,extra/boost/boost_1_84_0/boost/math/constants/calculate_constants.hpp,602,// http://oeis.org/A002117/constant
oeis.org/A006752,github.com/villagesql/villagesql-server,extra/boost/boost_1_84_0/boost/math/constants/calculate_constants.hpp,658,{ // http://oeis.org/A006752/constant
oeis.org/A006890,github.com/villagesql/villagesql-server,extra/boost/boost_1_84_0/boost/math/constants/calculate_constants.hpp,1001,// Also: https://oeis.org/A006890
oeis.org/A002117,github.com/vinadevs/VinaText,include/boost/math/constants/calculate_constants.hpp,598,// http://oeis.org/A002117/constant
oeis.org/A006752,github.com/vinadevs/VinaText,include/boost/math/constants/calculate_constants.hpp,654,{ // http://oeis.org/A006752/constant
oeis.org/A001223,github.com/vitamin-caig/zxtune,3rdparty/openmpt/include/premake/contrib/mbedtls/library/bignum.c,1990,"/* Gaps between primes, starting at 3. https://oeis.org/A001223 */"
oeis.org/A066272,github.com/vladeziegler/Vladoesgrowth,QuoteAutomation/src/recommendationenginetest/myenv/lib/python3.11/site-packages/sympy/ntheory/factor_.py,1901,.. [1] definition is described in https://oeis.org/A066272/a066272a.html
oeis.org/A066272,github.com/vladeziegler/Vladoesgrowth,QuoteAutomation/src/recommendationenginetest/myenv/lib/python3.11/site-packages/sympy/ntheory/factor_.py,1934,.. [1] formula from https://oeis.org/A066272
oeis.org/A002997,github.com/vladeziegler/Vladoesgrowth,QuoteAutomation/src/recommendationenginetest/myenv/lib/python3.11/site-packages/sympy/ntheory/factor_.py,2547,.. [2] https://oeis.org/A002997
oeis.org/A217719,github.com/vladeziegler/Vladoesgrowth,QuoteAutomation/src/recommendationenginetest/myenv/lib/python3.11/site-packages/sympy/ntheory/primetest.py,293,https://oeis.org/A217719
oeis.org/A217120,github.com/vladeziegler/Vladoesgrowth,QuoteAutomation/src/recommendationenginetest/myenv/lib/python3.11/site-packages/sympy/ntheory/primetest.py,320,https://oeis.org/A217120
oeis.org/A217255,github.com/vladeziegler/Vladoesgrowth,QuoteAutomation/src/recommendationenginetest/myenv/lib/python3.11/site-packages/sympy/ntheory/primetest.py,361,https://oeis.org/A217255
oeis.org/A217719,github.com/vladeziegler/Vladoesgrowth,QuoteAutomation/src/recommendationenginetest/myenv/lib/python3.11/site-packages/sympy/ntheory/primetest.py,407,https://oeis.org/A217719
oeis.org/A014233,github.com/vladeziegler/Vladoesgrowth,QuoteAutomation/src/recommendationenginetest/myenv/lib/python3.11/site-packages/sympy/ntheory/primetest.py,708,#    https://oeis.org/A014233
oeis.org/A000178,github.com/vladeziegler/Vladoesgrowth,QuoteAutomation/src/recommendationenginetest/myenv/lib/python3.11/site-packages/mpmath/function_docs.py,6494,1. http://oeis.org/A000178
oeis.org/A002109,github.com/vladeziegler/Vladoesgrowth,QuoteAutomation/src/recommendationenginetest/myenv/lib/python3.11/site-packages/mpmath/function_docs.py,6597,1. http://oeis.org/A002109
oeis.org/A000178,github.com/vladeziegler/Vladoesgrowth,RecommendationEngineTest/src/recommendationenginetest/myenv/lib/python3.11/site-packages/mpmath/function_docs.py,6494,1. http://oeis.org/A000178
oeis.org/A002109,github.com/vladeziegler/Vladoesgrowth,RecommendationEngineTest/src/recommendationenginetest/myenv/lib/python3.11/site-packages/mpmath/function_docs.py,6597,1. http://oeis.org/A002109
oeis.org/A066272,github.com/vladeziegler/Vladoesgrowth,RecommendationEngineTest/src/recommendationenginetest/myenv/lib/python3.11/site-packages/sympy/ntheory/factor_.py,1901,.. [1] definition is described in https://oeis.org/A066272/a066272a.html
oeis.org/A066272,github.com/vladeziegler/Vladoesgrowth,RecommendationEngineTest/src/recommendationenginetest/myenv/lib/python3.11/site-packages/sympy/ntheory/factor_.py,1934,.. [1] formula from https://oeis.org/A066272
oeis.org/A002997,github.com/vladeziegler/Vladoesgrowth,RecommendationEngineTest/src/recommendationenginetest/myenv/lib/python3.11/site-packages/sympy/ntheory/factor_.py,2547,.. [2] https://oeis.org/A002997
oeis.org/A000081,github.com/vladeziegler/Vladoesgrowth,QuoteAutomation/src/recommendationenginetest/myenv/lib/python3.11/site-packages/networkx/generators/trees.py,534,See also https://oeis.org/A000081.
oeis.org/A000055,github.com/vladeziegler/Vladoesgrowth,QuoteAutomation/src/recommendationenginetest/myenv/lib/python3.11/site-packages/networkx/generators/trees.py,913,See also https://oeis.org/A000055.
oeis.org/A000081,github.com/vladeziegler/Vladoesgrowth,RecommendationEngineTest/src/recommendationenginetest/myenv/lib/python3.11/site-packages/networkx/generators/trees.py,534,See also https://oeis.org/A000081.
oeis.org/A000055,github.com/vladeziegler/Vladoesgrowth,RecommendationEngineTest/src/recommendationenginetest/myenv/lib/python3.11/site-packages/networkx/generators/trees.py,913,See also https://oeis.org/A000055.
oeis.org/A217719,github.com/vladeziegler/Vladoesgrowth,RecommendationEngineTest/src/recommendationenginetest/myenv/lib/python3.11/site-packages/sympy/ntheory/primetest.py,293,https://oeis.org/A217719
oeis.org/A217120,github.com/vladeziegler/Vladoesgrowth,RecommendationEngineTest/src/recommendationenginetest/myenv/lib/python3.11/site-packages/sympy/ntheory/primetest.py,320,https://oeis.org/A217120
oeis.org/A217255,github.com/vladeziegler/Vladoesgrowth,RecommendationEngineTest/src/recommendationenginetest/myenv/lib/python3.11/site-packages/sympy/ntheory/primetest.py,361,https://oeis.org/A217255
oeis.org/A217719,github.com/vladeziegler/Vladoesgrowth,RecommendationEngineTest/src/recommendationenginetest/myenv/lib/python3.11/site-packages/sympy/ntheory/primetest.py,407,https://oeis.org/A217719
oeis.org/A014233,github.com/vladeziegler/Vladoesgrowth,RecommendationEngineTest/src/recommendationenginetest/myenv/lib/python3.11/site-packages/sympy/ntheory/primetest.py,708,#    https://oeis.org/A014233
oeis.org/A000073,github.com/vladeziegler/Vladoesgrowth,QuoteAutomation/src/recommendationenginetest/myenv/lib/python3.11/site-packages/sympy/functions/combinatorial/numbers.py,362,.. [3] https://oeis.org/A000073
oeis.org/A008683,github.com/vladeziegler/Vladoesgrowth,QuoteAutomation/src/recommendationenginetest/myenv/lib/python3.11/site-packages/sympy/functions/combinatorial/numbers.py,1973,.. [3] https://oeis.org/A008683
oeis.org/A001221,github.com/vladeziegler/Vladoesgrowth,QuoteAutomation/src/recommendationenginetest/myenv/lib/python3.11/site-packages/sympy/functions/combinatorial/numbers.py,2043,.. [2] https://oeis.org/A001221
oeis.org/A001222,github.com/vladeziegler/Vladoesgrowth,QuoteAutomation/src/recommendationenginetest/myenv/lib/python3.11/site-packages/sympy/functions/combinatorial/numbers.py,2096,.. [2] https://oeis.org/A001222
oeis.org/A000010,github.com/vladeziegler/Vladoesgrowth,QuoteAutomation/src/recommendationenginetest/myenv/lib/python3.11/site-packages/sympy/functions/combinatorial/numbers.py,2144,.. [3] https://oeis.org/A000010
oeis.org/A002322,github.com/vladeziegler/Vladoesgrowth,QuoteAutomation/src/recommendationenginetest/myenv/lib/python3.11/site-packages/sympy/functions/combinatorial/numbers.py,2194,.. [3] https://oeis.org/A002322
oeis.org/A000720,github.com/vladeziegler/Vladoesgrowth,QuoteAutomation/src/recommendationenginetest/myenv/lib/python3.11/site-packages/sympy/functions/combinatorial/numbers.py,2257,.. [1] https://oeis.org/A000720
oeis.org/A056867,github.com/vladeziegler/Vladoesgrowth,QuoteAutomation/src/recommendationenginetest/myenv/lib/python3.11/site-packages/sympy/combinatorics/group_numbers.py,46,.. [2] https://oeis.org/A056867
oeis.org/A051532,github.com/vladeziegler/Vladoesgrowth,QuoteAutomation/src/recommendationenginetest/myenv/lib/python3.11/site-packages/sympy/combinatorics/group_numbers.py,78,.. [2] https://oeis.org/A051532
oeis.org/A003277,github.com/vladeziegler/Vladoesgrowth,QuoteAutomation/src/recommendationenginetest/myenv/lib/python3.11/site-packages/sympy/combinatorics/group_numbers.py,111,.. [2] https://oeis.org/A003277
oeis.org/A000001,github.com/vladeziegler/Vladoesgrowth,QuoteAutomation/src/recommendationenginetest/myenv/lib/python3.11/site-packages/sympy/combinatorics/group_numbers.py,248,.. [2] https://oeis.org/A000001
oeis.org/A000001,github.com/vladeziegler/Vladoesgrowth,QuoteAutomation/src/recommendationenginetest/myenv/lib/python3.11/site-packages/sympy/combinatorics/group_numbers.py,283,# some known values for small n that have more than 1 factor and are not square free (https://oeis.org/A000001)
oeis.org/A056867,github.com/vladeziegler/Vladoesgrowth,RecommendationEngineTest/src/recommendationenginetest/myenv/lib/python3.11/site-packages/sympy/combinatorics/group_numbers.py,46,.. [2] https://oeis.org/A056867
oeis.org/A051532,github.com/vladeziegler/Vladoesgrowth,RecommendationEngineTest/src/recommendationenginetest/myenv/lib/python3.11/site-packages/sympy/combinatorics/group_numbers.py,78,.. [2] https://oeis.org/A051532
oeis.org/A003277,github.com/vladeziegler/Vladoesgrowth,RecommendationEngineTest/src/recommendationenginetest/myenv/lib/python3.11/site-packages/sympy/combinatorics/group_numbers.py,111,.. [2] https://oeis.org/A003277
oeis.org/A000001,github.com/vladeziegler/Vladoesgrowth,RecommendationEngineTest/src/recommendationenginetest/myenv/lib/python3.11/site-packages/sympy/combinatorics/group_numbers.py,248,.. [2] https://oeis.org/A000001
oeis.org/A000001,github.com/vladeziegler/Vladoesgrowth,RecommendationEngineTest/src/recommendationenginetest/myenv/lib/python3.11/site-packages/sympy/combinatorics/group_numbers.py,283,# some known values for small n that have more than 1 factor and are not square free (https://oeis.org/A000001)
oeis.org/A000073,github.com/vladeziegler/Vladoesgrowth,RecommendationEngineTest/src/recommendationenginetest/myenv/lib/python3.11/site-packages/sympy/functions/combinatorial/numbers.py,362,.. [3] https://oeis.org/A000073
oeis.org/A008683,github.com/vladeziegler/Vladoesgrowth,RecommendationEngineTest/src/recommendationenginetest/myenv/lib/python3.11/site-packages/sympy/functions/combinatorial/numbers.py,1973,.. [3] https://oeis.org/A008683
oeis.org/A001221,github.com/vladeziegler/Vladoesgrowth,RecommendationEngineTest/src/recommendationenginetest/myenv/lib/python3.11/site-packages/sympy/functions/combinatorial/numbers.py,2043,.. [2] https://oeis.org/A001221
oeis.org/A001222,github.com/vladeziegler/Vladoesgrowth,RecommendationEngineTest/src/recommendationenginetest/myenv/lib/python3.11/site-packages/sympy/functions/combinatorial/numbers.py,2096,.. [2] https://oeis.org/A001222
oeis.org/A000010,github.com/vladeziegler/Vladoesgrowth,RecommendationEngineTest/src/recommendationenginetest/myenv/lib/python3.11/site-packages/sympy/functions/combinatorial/numbers.py,2144,.. [3] https://oeis.org/A000010
oeis.org/A002322,github.com/vladeziegler/Vladoesgrowth,RecommendationEngineTest/src/recommendationenginetest/myenv/lib/python3.11/site-packages/sympy/functions/combinatorial/numbers.py,2194,.. [3] https://oeis.org/A002322
oeis.org/A000720,github.com/vladeziegler/Vladoesgrowth,RecommendationEngineTest/src/recommendationenginetest/myenv/lib/python3.11/site-packages/sympy/functions/combinatorial/numbers.py,2257,.. [1] https://oeis.org/A000720
oeis.org/A008275,github.com/vladeziegler/Vladoesgrowth,QuoteAutomation/src/recommendationenginetest/myenv/lib/python3.11/site-packages/sympy/functions/combinatorial/tests/test_comb_numbers.py,1060,# http://oeis.org/A008275
oeis.org/A000055,github.com/vladeziegler/Vladoesgrowth,QuoteAutomation/src/recommendationenginetest/myenv/lib/python3.11/site-packages/networkx/generators/tests/test_nonisomorphic_trees.py,36,# http://oeis.org/A000055
oeis.org/A000055,github.com/vladeziegler/Vladoesgrowth,RecommendationEngineTest/src/recommendationenginetest/myenv/lib/python3.11/site-packages/networkx/generators/tests/test_nonisomorphic_trees.py,36,# http://oeis.org/A000055
oeis.org/A008275,github.com/vladeziegler/Vladoesgrowth,RecommendationEngineTest/src/recommendationenginetest/myenv/lib/python3.11/site-packages/sympy/functions/combinatorial/tests/test_comb_numbers.py,1060,# http://oeis.org/A008275
oeis.org/A002117,github.com/vladignatyev/GBA4iOS,emu-ex-plus-alpha/imagine/bundle/darwin-iOS/include/boost/math/constants/calculate_constants.hpp,590,// http://oeis.org/A002117/constant
oeis.org/A006752,github.com/vladignatyev/GBA4iOS,emu-ex-plus-alpha/imagine/bundle/darwin-iOS/include/boost/math/constants/calculate_constants.hpp,646,{ // http://oeis.org/A006752/constant
oeis.org/A001223,github.com/vlang/v,thirdparty/mbedtls/library/bignum.c,2061,"/* Gaps between primes, starting at 3. https://oeis.org/A001223 */"
oeis.org/A006257,github.com/vmchale/apple,TODO.md,176,- [ ] https://oeis.org/A006257
oeis.org/A000081,github.com/vmchale/apple,TODO.md,221,- [x] https://oeis.org/A000081
oeis.org/A227503,github.com/vmchale/apple,TODO.md,222,- [ ] https://oeis.org/A227503
oeis.org/A099174,github.com/vmchale/apple,TODO.md,223,- [ ] https://oeis.org/A099174
oeis.org/A000081,github.com/vmchale/apple,math/oeis/A000081.🍏,0,-- https://oeis.org/A000081
oeis.org/A000081,github.com/vmchale/apple,doc/apple-by-example.md,1035,Cf. Reinhard Zumkeller's [Haskell solution](https://oeis.org/A000081) by sharing/laziness.
oeis.org/A005150,github.com/volkamerlab/opencadd,opencadd/data/README.md,20,"* `look_and_say.dat`: first entries of the ""Look and Say"" integer series, sequence [A005150](https://oeis.org/A005150)"
oeis.org/A018213,github.com/vondele/matetrack,matecheck.py,15,"file_counts = [1, 5, 30, 110, 365, 1001]  # https://oeis.org/A018213"
oeis.org/A002117,github.com/voreen-project/voreen,voreen/ext/boost/include/boost/math/constants/calculate_constants.hpp,598,// http://oeis.org/A002117/constant
oeis.org/A006752,github.com/voreen-project/voreen,voreen/ext/boost/include/boost/math/constants/calculate_constants.hpp,654,{ // http://oeis.org/A006752/constant
oeis.org/A002117,github.com/vovkasm/react-native-web-image,tests/TestApp/Pods/boost-for-react-native/boost/math/constants/calculate_constants.hpp,598,// http://oeis.org/A002117/constant
oeis.org/A006752,github.com/vovkasm/react-native-web-image,tests/TestApp/Pods/boost-for-react-native/boost/math/constants/calculate_constants.hpp,654,{ // http://oeis.org/A006752/constant
oeis.org/A002117,github.com/vovkasm/react-native-web-image,samples/SampleApp/ios/Pods/boost-for-react-native/boost/math/constants/calculate_constants.hpp,598,// http://oeis.org/A002117/constant
oeis.org/A006752,github.com/vovkasm/react-native-web-image,samples/SampleApp/ios/Pods/boost-for-react-native/boost/math/constants/calculate_constants.hpp,654,{ // http://oeis.org/A006752/constant
oeis.org/A023123,github.com/vprusso/toqito,toqito/state_opt/optimal_clone.py,122,# sequence from: https://oeis.org/A023123
oeis.org/A001113,github.com/vul337/StateFuzz,llvm-11.0.1/include/llvm/Support/MathExtras.h,57,"constexpr double e          = 2.7182818284590452354, // (0x1.5bf0a8b145749P+1) https://oeis.org/A001113"
oeis.org/A001620,github.com/vul337/StateFuzz,llvm-11.0.1/include/llvm/Support/MathExtras.h,58,"egamma     = .57721566490153286061, // (0x1.2788cfc6fb619P-1) https://oeis.org/A001620"
